sura_id,ayah_index,ayah_text,model_text,start_time,end_time,similarity_score,status,notes,overlap_status
92,1,وَٱلَّيۡلِ إِذَا يَغۡشَىٰ,وَاللَّيْلِ إِذَا يَغْشَى,5.86,8.27,0.896551724137931,Success,Last word matched,No Overlap
92,2,وَٱلنَّهَارِ إِذَا تَجَلَّىٰ,وَالنَّهَارِ إِذَا تَجَلَّى,9.16,12.22,0.9375,Success,Last word matched,No Overlap
92,3,وَمَا خَلَقَ ٱلذَّكَرَ وَٱلۡأُنثَىٰٓ,وَمَا خَلَقَ الذَّكَرَ وَالْأُنْثَى,13.14,16.93,0.9047619047619048,Success,Last word matched,No Overlap
92,4,إِنَّ سَعۡيَكُمۡ لَشَتَّىٰ,إِنَّ سَعْيَكُمْ لَشَتَّى,17.9,20.77,1.0,Success,Last word matched,No Overlap
92,5,فَأَمَّا مَنۡ أَعۡطَىٰ وَٱتَّقَىٰ,فَأَمَّا مَنْ أَعْطَى وَاتَّقَى,21.92,25.35,0.9444444444444444,Success,Last word matched,No Overlap
92,6,وَصَدَّقَ بِٱلۡحُسۡنَىٰ,وَصَدَّقَ بِالْحُسْنَى,26.14,28.33,0.9166666666666666,Success,Last word matched,No Overlap
92,7,فَسَنُيَسِّرُهُۥ لِلۡيُسۡرَىٰ,فَسَنُيَسِّرُهُ لِلْيُسْرَى,29.21,32.29,0.9655172413793104,Success,Last word matched,No Overlap
92,8,وَأَمَّا مَنۢ بَخِلَ وَٱسۡتَغۡنَىٰ,وَأَمَّا مَنْ بَخِلَ وَاسْتَغْنَى,33.66,37.53,0.9473684210526315,Success,Last word matched,No Overlap
92,9,وَكَذَّبَ بِٱلۡحُسۡنَىٰ,وَكَذَّبَ بِالْحُسْنَى,38.41,40.57,0.9166666666666666,Success,Last word matched,No Overlap
92,11,وَمَا يُغۡنِي عَنۡهُ مَالُهُۥٓ إِذَا تَرَدَّىٰٓ,وَمَا يُغْنِي عَنْهُ مَالُهُ إِذَا تَرَدَّى,45.62,51.17,0.9811320754716981,Success,Last word matched,No Overlap
92,12,إِنَّ عَلَيۡنَا لَلۡهُدَىٰ,إِنَّ عَلَيْنَا لَلْهُدَى,52.2,55.07,1.0,Success,Last word matched,No Overlap
92,13,وَإِنَّ لَنَا لَلۡأٓخِرَةَ وَٱلۡأُولَىٰ,وَإِنَّ لَنَا لَلْآخِرَةَ وَالْأُولَى,56.04,60.28,0.9545454545454546,Success,Last word matched,No Overlap
92,14,فَأَنذَرۡتُكُمۡ نَارٗا تَلَظَّىٰ,فَأَنْذَرْتُكُمْ نَارًا تَلَظَّى,61.26,65.84,1.0,Success,Last word matched,No Overlap
92,15,لَا يَصۡلَىٰهَآ إِلَّا ٱلۡأَشۡقَى,لَا يَصْلَاهَا إِلَّا الْأَشْقَى,66.73,70.71,0.9,Success,Last word matched,No Overlap
92,16,ٱلَّذِي كَذَّبَ وَتَوَلَّىٰ,الَّذِي كَذَّبَ وَتَوَلَّى,71.66,74.67,0.9285714285714286,Success,Last word matched,No Overlap
92,17,وَسَيُجَنَّبُهَا ٱلۡأَتۡقَى,وَسَيُجَنَّبُهَا الْأَتْقَى,75.67,78.66,0.9333333333333333,Success,Last word matched,No Overlap
92,18,ٱلَّذِي يُؤۡتِي مَالَهُۥ يَتَزَكَّىٰ,الَّذِي يُؤْتِي مَالَهُ يَتَزَكَّى,79.45,83.37,0.926829268292683,Success,Last word matched,No Overlap
92,19,وَمَا لِأَحَدٍ عِندَهُۥ مِن نِّعۡمَةٖ تُجۡزَىٰٓ,وَمَا لِأَحَدٍ عِنْدَهُ مِنْ نِعْمَةٍ تُجْزَى,84.32,90.49,0.9811320754716981,Success,Last word matched,No Overlap
92,20,إِلَّا ٱبۡتِغَآءَ وَجۡهِ رَبِّهِ ٱلۡأَعۡلَىٰ,إِلَّا ابْتِغَاءَ وَجْهِ رَبِّهِ الْأَعْلَى,91.26,96.1,0.92,Success,Last word matched,No Overlap
92,21,وَلَسَوۡفَ يَرۡضَىٰ,وَلَسَوْفَ يَرْضَى,96.94,99.0,1.0,Success,Last word matched,No Overlap
