sura_id,ayah_index,ayah_text,model_text,start_time,end_time,similarity_score,status,notes,overlap_status
84,1,إِذَا ٱلسَّمَآءُ ٱنشَقَّتۡ,إِذَا السَّمَاءُ انْشَقَّتْ,5.21,9.2,0.875,Success,Last word matched,No Overlap
84,2,وَأَذِنَتۡ لِرَبِّهَا وَحُقَّتۡ,وَأَذِنَتْ لِرَبِّهَا وَحُقَّتْ,10.14,12.99,1.0,Success,Last word matched,No Overlap
84,3,وَإِذَا ٱلۡأَرۡضُ مُدَّتۡ,وَإِذَا الْأَرْضُ مُدَّتْ,13.82,15.73,0.9285714285714286,Success,Last word matched,No Overlap
84,4,وَأَلۡقَتۡ مَا فِيهَا وَتَخَلَّتۡ,وَأَلْقَتْ مَا فِيهَا وَتَخَلَّتْ,16.48,19.64,1.0,Success,Last word matched,No Overlap
84,5,وَأَذِنَتۡ لِرَبِّهَا وَحُقَّتۡ,وَأَذِنَتْ لِرَبِّهَا وَحُقَّتْ,20.57,23.47,1.0,Success,Last word matched,No Overlap
84,6,يَٰٓأَيُّهَا ٱلۡإِنسَٰنُ إِنَّكَ كَادِحٌ إِلَىٰ رَبِّكَ كَدۡحٗا فَمُلَٰقِيهِ,يَا أَيُّهَا الْإِنْسَانُ إِنَّكَ كَادِحٌ إِلَى رَبِّكَ كَدْحًا فَمُلَاقِي,24.53,35.27,0.9176470588235294,Success,Last word matched,No Overlap
84,7,فَأَمَّا مَنۡ أُوتِيَ كِتَٰبَهُۥ بِيَمِينِهِۦ,فَأَمَّا مَنْ أُوتِيَ كِتَابَهُ بِيَمِينِهِ,36.65,41.63,0.9411764705882353,Success,Last word matched,No Overlap
84,8,فَسَوۡفَ يُحَاسَبُ حِسَابٗا يَسِيرٗا,فَسَوْفَ يُحَاسَبُ حِسَابًا يَسِيرًا,42.44,46.7,1.0,Success,Last word matched,No Overlap
84,9,وَيَنقَلِبُ إِلَىٰٓ أَهۡلِهِۦ مَسۡرُورٗا,وَيَنْقَلِبُ إِلَى أَهْلِهِ مَسْرُورًا,47.7,52.74,0.9777777777777777,Success,Last word matched,No Overlap
84,10,وَأَمَّا مَنۡ أُوتِيَ كِتَٰبَهُۥ وَرَآءَ ظَهۡرِهِۦ,وَأَمَّا مَنْ أُوتِيَ كِتَابَهُ وَرَاءَ ظَهْرِهِ,53.9,59.6,0.9473684210526315,Success,Last word matched,No Overlap
84,11,فَسَوۡفَ يَدۡعُواْ ثُبُورٗا,فَسَوْفَ يَدْعُو ثُبُورًا,60.49,63.16,0.967741935483871,Success,Last word matched,No Overlap
84,12,وَيَصۡلَىٰ سَعِيرًا,وَيَصْلَى سَعِيرًا,64.02,66.06,1.0,Success,Last word matched,No Overlap
84,13,إِنَّهُۥ كَانَ فِيٓ أَهۡلِهِۦ مَسۡرُورًا,إِنَّهُ كَانَ فِي أَهْلِهِ مَسْرُورًا,66.77,71.89,0.9565217391304348,Success,Last word matched,No Overlap
