sura_id,ayah_index,ayah_text,model_text,start_time,end_time,similarity_score,status,notes,overlap_status
81,1,إِذَا ٱلشَّمۡسُ كُوِّرَتۡ,إِذَا الشَّمْسُ كُوِّرَتْ,5.53,7.59,0.9285714285714286,Success,Last word matched,No Overlap
81,2,وَإِذَا ٱلنُّجُومُ ٱنكَدَرَتۡ,وَإِذَا النُّجُومُ انْكَدَرَتْ,8.61,11.88,0.8888888888888888,Success,Last word matched,No Overlap
81,3,وَإِذَا ٱلۡجِبَالُ سُيِّرَتۡ,وَإِذَا الْجِبَالُ سُيِّرَتْ,12.87,15.44,0.9375,Success,Last word matched,No Overlap
81,4,وَإِذَا ٱلۡعِشَارُ عُطِّلَتۡ,وَإِذَا الْعِشَارُ عُطِّلَتْ,16.39,18.87,0.9375,Success,Last word matched,No Overlap
81,5,وَإِذَا ٱلۡوُحُوشُ حُشِرَتۡ,وَإِذَا الْوُحُوشُ حُشِرَتْ,19.87,22.19,0.9375,Success,Last word matched,No Overlap
81,6,وَإِذَا ٱلۡبِحَارُ سُجِّرَتۡ,وَإِذَا الْبِحَارُ سُجِّرَتْ,23.18,25.7,0.9375,Success,Last word matched,No Overlap
81,7,وَإِذَا ٱلنُّفُوسُ زُوِّجَتۡ,وَإِذَا النُّفُوسُ زُوِّجَ,26.46,29.57,0.9032258064516129,Success,Last word matched,No Overlap
81,8,وَإِذَا ٱلۡمَوۡءُۥدَةُ سُئِلَتۡ,وَإِذَا الْمَوْءُودَةُ سُئِلَتْ,30.49,33.25,0.8888888888888888,Success,Last word matched,No Overlap
81,9,بِأَيِّ ذَنۢبٖ قُتِلَتۡ,بِأَيِّ ذَنْبٍ قُتِلَتْ,34.16,37.64,1.0,Success,Last word matched,No Overlap
81,10,وَإِذَا ٱلصُّحُفُ نُشِرَتۡ,وَإِذَا الصُّحُفُ نُشِرَتْ,38.5,40.56,0.9333333333333333,Success,Last word matched,No Overlap
81,11,وَإِذَا ٱلسَّمَآءُ كُشِطَتۡ,وَإِذَا السَّمَاءُ كُشِطَتْ,41.5,44.59,0.9375,Success,Last word matched,No Overlap
81,12,وَإِذَا ٱلۡجَحِيمُ سُعِّرَتۡ,وَإِذَا الْجَحِيمُ سُعِّرَتْ,45.66,48.22,0.9375,Success,Last word matched,No Overlap
81,13,وَإِذَا ٱلۡجَنَّةُ أُزۡلِفَتۡ,وَإِذَا الْجَنَّةُ أُزْلِفَتْ,49.17,52.12,0.9375,Success,Last word matched,No Overlap
81,14,عَلِمَتۡ نَفۡسٞ مَّآ أَحۡضَرَتۡ,عَلِمَتْ نَفْسٌ مَا أَحْضَرَتْ,52.99,57.01,1.0,Success,Last word matched,No Overlap
81,15,فَلَآ أُقۡسِمُ بِٱلۡخُنَّسِ,فَلَا أُقْسِمُ بِالْخُنَّسِ,57.88,61.48,0.9333333333333333,Success,Last word matched,No Overlap
81,16,ٱلۡجَوَارِ ٱلۡكُنَّسِ,الْجَوَارِ الْكُنَّسِ,62.25,64.75,0.8333333333333334,Success,Last word matched,No Overlap
81,17,وَٱلَّيۡلِ إِذَا عَسۡعَسَ,وَاللَّيْلِ إِذَا عَسْعَسَ,65.47,67.82,0.896551724137931,Success,Last word matched,No Overlap
81,18,وَٱلصُّبۡحِ إِذَا تَنَفَّسَ,وَالصُّبْحِ إِذَا تَنَفَّسَ,68.65,71.13,0.9333333333333333,Success,Last word matched,No Overlap
81,19,إِنَّهُۥ لَقَوۡلُ رَسُولٖ كَرِيمٖ,إِنَّهُ لَقَوْلُ رَسُولٍ كَرِيمٍ,72.06,77.19,0.972972972972973,Success,Last word matched,No Overlap
81,20,ذِي قُوَّةٍ عِندَ ذِي ٱلۡعَرۡشِ مَكِينٖ,ذِي قُوَّةٍ عِنْدَ ذِي الْعَرْشِ مَكِينٍ,77.94,82.7,0.9583333333333334,Success,Last word matched,No Overlap
81,21,مُّطَاعٖ ثَمَّ أَمِينٖ,مُطَاعٍ ثَمَّ أَمِينٍ,83.44,87.14,1.0,Success,Last word matched,No Overlap
81,22,وَمَا صَاحِبُكُم بِمَجۡنُونٖ,وَمَا صَاحِبُكُمْ بِمَجْنُونٍ,87.92,92.04,1.0,Success,Last word matched,No Overlap
81,23,وَلَقَدۡ رَءَاهُ بِٱلۡأُفُقِ ٱلۡمُبِينِ,وَلَقَدْ رَآهُ بِالْأُفُقِ الْمُبِينِ,92.8,97.05,0.8888888888888888,Success,Last word matched,No Overlap
81,24,وَمَا هُوَ عَلَى ٱلۡغَيۡبِ بِضَنِينٖ,وَمَا هُوَ عَلَى الْغَيْبِ بِضَنِينٍ,97.83,101.8,0.9545454545454546,Success,Last word matched,No Overlap
81,25,وَمَا هُوَ بِقَوۡلِ شَيۡطَٰنٖ رَّجِيمٖ,وَمَا هُوَ بِقَوْلِ شَيْطَانٍ رَجِيمٍ,102.61,107.41,0.9767441860465116,Success,Last word matched,No Overlap
81,26,فَأَيۡنَ تَذۡهَبُونَ,فَأَيْنَ تَذْهَبُونَ,108.42,111.31,1.0,Success,Last word matched,No Overlap
81,27,إِنۡ هُوَ إِلَّا ذِكۡرٞ لِّلۡعَٰلَمِينَ,إِنْ هُوَ إِلَّا ذِكْرٌ لِلْعَالَمِينَ,112.09,116.6,0.9767441860465116,Success,Last word matched,No Overlap
81,28,لِمَن شَآءَ مِنكُمۡ أَن يَسۡتَقِيمَ,لِمَنْ شَاءَ مِنْكُمْ أَنْ يَسْتَقِيمَ,117.35,123.64,1.0,Success,Last word matched,No Overlap
81,29,وَمَا تَشَآءُونَ إِلَّآ أَن يَشَآءَ ٱللَّهُ رَبُّ ٱلۡعَٰلَمِينَ,وَمَا تَشَاءُونَ إِلَّا أَنْ يَشَاءَ اللَّهُ رَبُّ الْعَالَمِينَ,124.6,135.22,0.935064935064935,Success,Last word matched,No Overlap
