sura_id,ayah_index,ayah_text,model_text,start_time,end_time,similarity_score,status,notes,overlap_status
85,1,وَٱلسَّمَآءِ ذَاتِ ٱلۡبُرُوجِ,وَالسَّمَاءِ ذَاتِ الْبُرُوجِ,6.22,11.29,0.8888888888888888,Success,Last word matched,No Overlap
85,2,وَٱلۡيَوۡمِ ٱلۡمَوۡعُودِ,وَالْيَوْمِ الْمَوْعُودِ,12.24,15.25,0.8571428571428571,Success,Last word matched,No Overlap
85,3,وَشَاهِدٖ وَمَشۡهُودٖ,وَشَاهِدٍ وَمَشْهُودٍ,16.14,20.05,1.0,Success,Last word matched,No Overlap
85,4,قُتِلَ أَصۡحَٰبُ ٱلۡأُخۡدُودِ,قُتِلَ أَصْحَابُ الْأُخْدُودِ,20.94,24.7,0.9090909090909091,Success,Last word matched,No Overlap
85,5,ٱلنَّارِ ذَاتِ ٱلۡوَقُودِ,النَّارِ ذَاتِ الْوَقُودِ,25.56,29.48,0.875,Success,Last word matched,No Overlap
85,6,إِذۡ هُمۡ عَلَيۡهَا قُعُودٞ,إِذْ هُمْ عَلَيْهَا قُعُودٌ,30.34,33.8,1.0,Success,Last word matched,No Overlap
85,7,وَهُمۡ عَلَىٰ مَا يَفۡعَلُونَ بِٱلۡمُؤۡمِنِينَ شُهُودٞ,وَهُمْ عَلَى مَا يَفْعَلُونَ بِالْمُؤْمِنِينَ شُهُودٌ,34.65,40.83,0.96875,Success,Last word matched,No Overlap
85,8,وَمَا نَقَمُواْ مِنۡهُمۡ إِلَّآ أَن يُؤۡمِنُواْ بِٱللَّهِ ٱلۡعَزِيزِ ٱلۡحَمِيدِ,وَمَا نَقَمُوا مِنْهُمْ إِلَّا أَنْ يُؤْمِنُوا بِاللَّهِ الْعَزِيزِ الْحَمِيدِ,42.09,51.62,0.9375,Success,Last word matched,No Overlap
85,9,ٱلَّذِي لَهُۥ مُلۡكُ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِۚ وَٱللَّهُ عَلَىٰ كُلِّ شَيۡءٖ شَهِيدٌ,الَّذِي لَهُ مُلْكُ السَّمَاوَاتِ وَالْأَرْضِ وَاللَّهُ عَلَى كُلِّ شَيْءٍ شَهِيدٌ,52.65,63.58,0.8865979381443299,Success,Last word matched,Overlap Removed
85,10,إِنَّ ٱلَّذِينَ فَتَنُواْ ٱلۡمُؤۡمِنِينَ وَٱلۡمُؤۡمِنَٰتِ ثُمَّ لَمۡ يَتُوبُواْ فَلَهُمۡ عَذَابُ جَهَنَّمَ وَلَهُمۡ عَذَابُ ٱلۡحَرِيقِ,إِنَّ الَّذِينَ فَتَنُوا الْمُؤْمِنِينَ وَالْمُؤْمِنَاتِ ثُمَّ لَمْ يَتُوبُوا فَلَهُمْ عَذَابُ جَهَنَّمَ وَلَهُمْ عَذَابُ الْحَرِيقِ,64.97,80.02,0.9419354838709677,Success,Last word matched,No Overlap
85,11,إِنَّ ٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ لَهُمۡ جَنَّٰتٞ تَجۡرِي مِن تَحۡتِهَا ٱلۡأَنۡهَٰرُۚ ذَٰلِكَ ٱلۡفَوۡزُ ٱلۡكَبِيرُ,إِنَّ الَّذِينَ آمَنُوا وَعَمِلُوا الصَّالِحَاتِ لَهُمْ جَنَّاتٌ تَجْرِي مِنْ تَحْتِهَا الْأَنْهَارُ ذَلِكَ الْفَوْزُ الْكَبِيرُ,81.37,99.04,0.9019607843137255,Success,Last word matched,Overlap Removed
85,12,إِنَّ بَطۡشَ رَبِّكَ لَشَدِيدٌ,إِنَّ بَطْشَ رَبِّكَ لَشَدِيدٌ,100.23,104.72,1.0,Success,Last word matched,No Overlap
85,13,إِنَّهُۥ هُوَ يُبۡدِئُ وَيُعِيدُ,إِنَّهُ هُوَ يُبْدِئُ وَيُعِيدُ,105.42,110.2,0.9714285714285714,Success,Last word matched,No Overlap
85,14,وَهُوَ ٱلۡغَفُورُ ٱلۡوَدُودُ,وَهُوَ الْغَفُورُ الْوَدُودُ,111.07,114.88,0.8823529411764706,Success,Last word matched,No Overlap
85,15,ذُو ٱلۡعَرۡشِ ٱلۡمَجِيدُ,ذُو الْعَرْشِ الْمَجِيدُ,115.61,118.7,0.8666666666666667,Success,Last word matched,No Overlap
85,16,فَعَّالٞ لِّمَا يُرِيدُ,جَعَالٌ لِمَا يُرِيدُ,119.52,123.08,0.9230769230769231,Success,Last word matched,No Overlap
85,17,هَلۡ أَتَىٰكَ حَدِيثُ ٱلۡجُنُودِ,هَلْ أَتَاكَ حَدِيثُ الْجُنُودِ,124.13,128.24,0.8947368421052632,Success,Last word matched,No Overlap
85,18,فِرۡعَوۡنَ وَثَمُودَ,فِرْعَوْنَ وَثَمُودَ,128.94,131.85,1.0,Success,Last word matched,No Overlap
85,19,بَلِ ٱلَّذِينَ كَفَرُواْ فِي تَكۡذِيبٖ,بَلِ الَّذِينَ كَفَرُوا فِي تَكْذِيبٍ,132.63,137.22,0.9565217391304348,Success,Last word matched,No Overlap
85,20,وَٱللَّهُ مِن وَرَآئِهِم مُّحِيطُۢ,وَاللَّهُ مِنْ وَرَائِهِمْ مُحِيطٌ,138.0,144.04,0.95,Success,Last word matched,No Overlap
85,21,بَلۡ هُوَ قُرۡءَانٞ مَّجِيدٞ,بَلْ هُوَ قُرْآنٌ مَجِيدٌ,145.05,149.36,0.967741935483871,Success,Last word matched,No Overlap
