sura_id,ayah_index,ayah_text,model_text,start_time,end_time,similarity_score,status,notes,overlap_status
83,1,وَيۡلٞ لِّلۡمُطَفِّفِينَ,وَيْلٌ لِلْمُطَفِّفِينَ,5.59,8.84,1.0,Success,Last word matched,No Overlap
83,2,ٱلَّذِينَ إِذَا ٱكۡتَالُواْ عَلَى ٱلنَّاسِ يَسۡتَوۡفُونَ,الَّذِينَ إِذَا اكْتَالُوا عَلَى النَّاسِ يَسْتَوْفُونَ,9.67,15.18,0.9142857142857143,Success,Last word matched,No Overlap
83,3,وَإِذَا كَالُوهُمۡ أَو وَّزَنُوهُمۡ يُخۡسِرُونَ,وَإِذَا كَالُوهُمْ أَوْ وَزَنُوهُمْ يُخْسِرُونَ,16.26,21.52,1.0,Success,Last word matched,No Overlap
83,4,أَلَا يَظُنُّ أُوْلَٰٓئِكَ أَنَّهُم مَّبۡعُوثُونَ,أَلَا يَظُنُّ أُولَئِكَ أَنَّهُمْ مَبْعُوثُونَ,22.44,29.25,1.0,Success,Last word matched,No Overlap
83,5,لِيَوۡمٍ عَظِيمٖ,لِيَوْمٍ عَظِيمٍ,30.16,32.52,1.0,Success,Last word matched,No Overlap
83,6,يَوۡمَ يَقُومُ ٱلنَّاسُ لِرَبِّ ٱلۡعَٰلَمِينَ,يَوْمَ يَقُومُ النَّاسُ لِرَبِّ الْعَالَمِينَ,33.29,38.48,0.9056603773584906,Success,Last word matched,No Overlap
83,7,كـَلَّآ إِنَّ كِتَٰبَ ٱلۡفُجَّارِ لَفِي سِجِّينٖ,كَلَّا إِنَّ كِتَابَ الْفُجَّارِ لَفِي سِجِّينٍ,39.54,46.02,0.9259259259259259,Success,Last word matched,No Overlap
83,8,وَمَآ أَدۡرَىٰكَ مَا سِجِّينٞ,وَمَا أَدْرَاكَ مَا سِجِّينٌ,46.75,50.74,0.9411764705882353,Success,Last word matched,No Overlap
83,9,كِتَٰبٞ مَّرۡقُومٞ,كِتَابٌ مَرْقُومٌ,51.48,54.57,0.9473684210526315,Success,Last word matched,No Overlap
83,10,وَيۡلٞ يَوۡمَئِذٖ لِّلۡمُكَذِّبِينَ,وَيْلٌ يَوْمَئِذٍ لِلْمُكَذِّبِينَ,55.24,60.44,1.0,Success,Last word matched,No Overlap
83,11,ٱلَّذِينَ يُكَذِّبُونَ بِيَوۡمِ ٱلدِّينِ,الَّذِينَ يُكَذِّبُونَ بِيَوْمِ الدِّينِ,61.47,66.19,0.9130434782608695,Success,Last word matched,No Overlap
83,12,وَمَا يُكَذِّبُ بِهِۦٓ إِلَّا كُلُّ مُعۡتَدٍ أَثِيمٍ,وَمَا يُكَذِّبُ بِهِ إِلَّا كُلُّ مُعْتَدٍ أَثِيمٍ,66.86,73.46,0.9824561403508771,Success,Last word matched,No Overlap
